Title	Price	City	Location	Microlocation	Street	Type	Area	Rooms	Poster	Heating	Furnished	Floor	FloorTotal	PaymentType	Additional	Other	Description	PostingId	PostingDate
Izdajem 2.0 stan u Pavla Vujisića, Altina	400 €	Beograd	Opština Zemun	Altina	Pavla Vujisica	stan	48 m2	2.0	Vlasnik	CG	namešteno	1	3	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit', 'Za pušače', 'Za nepušače', 'Dozvoljeni kućni ljubimci']	['Terasa', 'Klima', 'Topla voda', 'KATV', 'Internet', 'Interfon', 'Video nadzor', 'Parking']	Izdajem opremljen stan u Pavla Vujisića, Altina.  Stan se nalazi na 1. spratu zgrade sa terasom. Stan ima jednu zasebnu sobu, u potpunosti je namešten i poseduje svu neophodnu tehniku, klima uređaj, internet i kablovsku.  Zgrada je obezbeđena video nadzorom. Ispred zgrade se nalazi autobusko stajalište linija 81 i 81L, u blizini stajalište BG voz-a. U neposrednoj blizini zgrade: Maxi, pošta, restoran, kafić, dečija igraonica, pekara, mesara... Odmah useljiv	5425646841958	03.03.2026. u 14:39
Novogradnja | 65m² | 2 spavaće | Karađorđev trg	1.000 €	Beograd	Opština Zemun	Karađorđev trg	22. oktobra	stan	65 m2	2.5	Vlasnik	CG	namešteno	3	7	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit', 'Dozvoljeni kućni ljubimci']	['Terasa', 'Klima', 'Lift', 'Topla voda', 'Interfon', 'Video nadzor', 'Garaža', 'Parking']	Izdaje se moderan i potpuno opremljen stan od 65 m² u novogradnji, u ulici 22. oktobra. Stan se nalazi na 3. spratu i odlično je organizovan – dve spavaće sobe, komforna dnevna soba sa modernom kuhinjom i dva toaleta. Prostor je svetao, funkcionalan i spreman za udoban život. Lokacija je jedna od glavnih prednosti – svega par minuta hoda do Zemunskog keja i šetališta, u mirnom i uređenom delu grada. Zgrada je savremenog tipa sa privatnim obezbeđenjem/portirskom službom i biciklanom, a moguće je dodatno iznajmiti i garažno mesto. Stan se izdaje kompletno namešten, useljiv je od 10og marta. Minimalni period zakupa je 12 meseci. Cena mesečnog zakupa iznosi 1000 €. Za dodatne informacije i zakazivanje razgledanja, pozovite broj iz oglasa.	5425646842393	03.03.2026. u 14:35
Novi Beograd - Ledine #66391	380 €	Beograd	Opština Novi Beograd	Ledine	Tomasa Mana	stan	45 m2	2.0	Agencija	EG	namešteno	2	4	mesečno	['Nije poslednji sprat', 'Depozit']	['Terasa', 'Klima', 'Telefon', 'KATV', 'Internet']	50% od prve mesečne zakupnine	5425646809303	03.03.2026. u 14:34
Novi Beograd - The one #66247	800 €	Beograd	Opština Novi Beograd	Blok 65	Omladinskih brigada	stan	48 m2	2.0	Agencija	CG	namešteno	6	7	mesečno	['Nije poslednji sprat', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Telefon', 'KATV', 'Internet', 'Garaža']	50% od prve mesečne zakupnine	5425646732803	03.03.2026. u 14:34
Kompletno namešten sa garažom, BW	1.200 €	Beograd	Opština Savski venac	Beograd na vodi	Hercegovačka	stan	50 m2	2.0	Agencija	CG	namešteno	12	16			['Terasa', 'Klima', 'Lift', 'Video nadzor', 'Garaža']	Izdaje se potpuno sređen, dvosoban stan u prestižnom kompleksu BW Simfonija 2. Stan ima 50 kvadrata, odlično je organizovan, svetao i pažljivo opremljen kvalitetnim, modernim nameštajem i svom neophodnom tehnikom za udoban život. Stan se nalazi na 12-tom spratu i iz dnevnog boravka se izlazi na terasu sa sjajnim, otvorenim pogledom koji pruža poseban ugođaj u svakom delu dana. U cenu je uračunato garažno parking mesto, što dodatno doprinosi komforu i praktičnosti života u ovom delu grada. Lokacija je izuzetna – u neposrednoj blizini nalaze se tržni centar, brojni kafići i restorani, kao i šetalište uz reku, idealno za relaksaciju i uživanje. Ovaj stan predstavlja savršen izbor za one koji traže moderan, udoban i funkcionalan dom na jednoj od najatraktivnijih lokacija u Beograd. Obavezan depozit u visini jedne mesečne kirije. Prostorije: predsoblje, kuhinja, dnevno - trpezarijski deo, spavaća soba, kupatilo, ostava, terasa Agencijska provizija se plaća u iznosu od 50% + pdv dogovorene jednomesečne zakupnine	5425646786767	03.03.2026. u 14:28
Gornji Dorcol-Srahinjica Bana	1.300 €	Beograd	Opština Stari grad	Dorćol	Strahinjića Bana	stan	74 m2	3.0	Agencija	CG	polunamešteno	3	5	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Depozit', 'Za pušače', 'Dozvoljeni kućni ljubimci']	['Terasa', 'Lift']	Odlican 3.0 stan polunamesten sa opcijom da bude kompletno opremljen.Depozit u visini jedne kirije.Uknjizen je na 69 kvm,drugi sprat,cg.Agencijska provizija iznosi 50% od vrednosti kirije.	5425646841860	03.03.2026. u 14:26
Airport city ultraluksuzan namesten dvosoban stan	1.200 €	Beograd	Opština Novi Beograd	Blok 65	Đorđa Stanojevića	stan	48 m2	2.0	Vlasnik	CG	namešteno	9	10	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Topla voda', 'Telefon', 'KATV', 'Internet', 'Interfon', 'Video nadzor']	Izddaje se ultraluksuzan stan u airport gardenu, nov, neuseljavan kompletno opremljen luksuznim namestajem i tehnikom. Idealan za IT poslovni svet i freelancere. U blizini hangar food market, zgrada je 20 metara udaljena od airport city.	5425646841955	03.03.2026. u 14:24
Beograd na vodi, BW Kings Park, 3.0. LUX, Useljiv	1.600 €	Beograd	Opština Savski venac	Beograd na vodi	Luke Ćelovića Trebinjca	stan	80,75 m2	3.0	Agencija	CG	namešteno	1	15		['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Topla voda', 'Telefon', 'KATV', 'Internet', 'Interfon', 'Garaža', 'Parking']	U prilici smo da vam ponudimo izuzetan trosoban u zgradi BW King's Park. Stan se nalazi na 1.spratu zgrade i strukturno je trosoban. Sastoji se od: ulaznog hodnika, prostrane dnevne sobe koja izlazi na terasu, kuhinje sa trpezarijom, 2 spavaće sobe, 2 kupatila sa tuš kabinom i vešernice. Uz stan se izdaje i parking mesto koja se nalazi u garaži u sklopu same zgrade po ceni od 100 eur. Stan je izuzetno svetao sa prelepim pogledom na Savski park. Zgrada je smeštena nadomak Savskog parka koji predstavlja produžetak zgrade, dok se sa druge strane nalazi uređeno unutrašnje dvorište namenjeno stanarima. BW King's Park Residences je zgrada od 15 spratova i projektovana je da zadovolji sve kriterijume ekskluzivnosti i udobnosti. Zgrada poseduje lobi sa recepcijom i obezbeđenjem. Pored toga što je novim saobraćajnicama povezana sa ključnim delovima grada, BW King's Park je smeštena u zeleno okruženje. Izgled same zgrade savršeno se uklapa u zeleno okruženje i predstavlja moderan život okružen prirodom. Pored sadržaja za rekreaciju i odmor, stanari na samo par koraka od svog stana imaju i prodavnice, restorane i kafiće u prizemlju zgrade, zgrada se takođe nalazi pored prve dvojezične državne škole i vrtića. Nedaleko od zgrade nalaziće se i stanica metroa na kojoj će se ukrštati obe buduće gradske linije. Depozit u visini jedne mesečne kirije je obavezan. Agencijska provizija iznosi 50% od prve mesečne kirije. Za više informacija slobodno nas kontaktirajte. 0637847903 0698900315	5425646843282	03.03.2026. u 14:23
Stan sa dvorištem i garažnim mestom	700 €	Beograd	Opština Zvezdara	Bulevar kralja Aleksandra	Voje Veljkovića	stan	70 m2	3.0	Agencija	Toplotne pumpe	namešteno	PR	5	mesečno	['Odmah useljiv', 'Depozit', 'Dozvoljeni kućni ljubimci']	['Lift', 'Garaža']	U ponudi je odličan stan u novogradnji sa prostranim dvorištem.  Stan se izdaje kompletno namešten. Grejanje i hlađenje toplotne pumpe.U ceni zakupa je uračunato i garažni mesto. Depozit obavezan. Stan je odmah useljiv. Za više informacija kontaktirajte nas.	5425646836942	03.03.2026. u 14:20
Izdavanje - Salonski stan - Vračar	1.100 €	Beograd	Opština Vračar	Centar	Novopazarska	stan	92 m2	3.0	Agencija	Podno	namešteno	3		mesečno	['Odmah useljiv', 'Salonski']	['Klima', 'KATV', 'Interfon']	Izdaje se prelep salonski stan na Vračaru, u strogom centru grada, smešten na trećem spratu stambene zgrade bez lifta. Stan je površine 92 m² i sastoji se od dnevnog boravka, trpezarije sa kuhinjom, dve spavaće sobe, hodnika, kupatila i odvojenog toaleta. Prostorije su velike, prostrane i izuzetno funkcionalno raspoređene. Poseban šarm ovom stanu daju visoki salonski plafoni i veliki prozori koji obezbeđuju obilje prirodnog svetla. Stan je u potpunosti sređen i moderno opremljen, uz očuvan autentični salonski karakter. Grejanje je podno, uz dodatak inverter klima uređaja i restauriranih kaljevih peći, što prostoru daje posebnu toplinu i atmosferu. Stan je idealan kako za stanovanje u potpuno sređenom salonskom stanu u srcu Beograda, tako i za kancelarijski ili poslovni prostor, zahvaljujući odličnom rasporedu i izuzetnoj lokaciji.	5425646704628	03.03.2026. u 14:16
Garsonjera airport city lux	900 €	Beograd	Opština Novi Beograd	Blok 65	Đorđa Stanojevića	stan	34 m2	0.5	Vlasnik	CG	namešteno	9	10	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Depozit']	['Klima', 'Lift', 'Topla voda', 'Internet', 'Interfon', 'Video nadzor']	Izdaje se ultraluksuzno opremljena nova garsonjera u airport gardenu 20 metara od airport city. U blizini hangar food market, restorani, sadrzaji... idealno za IT strucnjake i  freelancere, stan je nov neuseljavan.	5425646841954	03.03.2026. u 14:12
Vračar, dve spavaće sobe, dvorišno, pet friendly	650 €	Beograd	Opština Vračar	Hram svetog Save		stan	50 m2	2.5	Agencija	EG	namešteno	PR			['Dozvoljeni kućni ljubimci']	['Klima', 'KATV', 'Internet', 'Interfon', 'Sa baštom']	Vračar - Hram, 50m2, nezavistan objekat u dvorištu stare salonske zgrade, dvorište je kaskadasto i zajedničko za celu zgradu, pogodno za kućne ljubimce. Stan se nalazi u nivou dvorišta, po strukturi dve spavaće sobe, grejanje na struju, kompletno opremljen	5425646730945	03.03.2026. u 14:09
Izuzetan, moderan, nov stan sa garažom	800 €	Beograd	Opština Voždovac	Jove Ilića	Jove Ilića	stan	53 m2	2.0	Agencija	CG	polunamešteno	2	6	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit']	['Lođa', 'Klima', 'Lift', 'KATV', 'Internet', 'Interfon', 'Garaža']	Odličan, nov, moderan dvosoban stan , na lepoj lokaciji na Voždovcu, u ulici Jove Ilića, koja se nalazi se u blizini važnih saobraćajnica, što omogućava laku i brzu povezanost sa svim delovima grada Beograda. Blizina važnih obrazovnih institucija čini lokaciju idealnom za porodice i studente. Stan koji nudimo, se nalazi u dobro izgrađenoj i kvalitetnoj novoj zgradi i sastoji se od: predsoblja, kuhinje, trpezarije i dnevne sobe, kupatila sa wc-om, spavaće sobe i lođe. Svetao stan, lepo organizovan. Izdaje se polunamešten, sa ugradnim plakarima, i kompletno opremljenom kuhinjom. Poseduje parkinng mesto u garaži zgrade, do kojeg se dolazi liftom sa stambene etaže. Tan i garaža se mogu zakupiti na duži vremenski period, uz obavezan depozit u visini jedne mesečne kirije. Hvala Vam na pregledu oglasa. Za svako dodatno intresovanje ili razgledavanje nekretnine slobodno nas kontaktirajte. Mapa je informativnog karaktera, ne prikazuje tačnu lokaciju nekretnine. Posrednička naknada je u skladu sa našim Opštim uslovima poslovanja koji su javno dostupni na našem sajtu.	5425646841952	03.03.2026. u 14:00
kod Botaničke Bašte, odličan dvosoban stan ID#5526	700 €	Beograd	Opština Palilula	Botanička bašta	Draže Pavlovića	stan	60 m2	2.0	Agencija		polunamešteno	1	4	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Depozit']	['Terasa', 'Klima']	Izdaje se lep dvosoban stan, polunamešten i odmah useljiv. Stan je veoma svetao, ima prostranu terasu sa pogledom na drveće i parking. Nalazi se preko puta Botaničke bašte, blizina Rudarsko-geološkog fakulteta, centra grada i svih sadržaja neophodnih za udoban i urban život. Odmah useljiv! 3812 Oznaka na mapi pokazuje deo grada, ne i tačan položaj zgrade.	5425646837369	03.03.2026. u 13:28
Top ponuda, 77m2, 3.0, Karadjordjeva, Zemun	599 €	Beograd	Opština Zemun	Kej	Karađorđeva	stan	77 m2	3.0	Agencija	CG	polunamešteno	16	20	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit']	['Terasa', 'Lođa', 'Klima', 'Lift', 'Podrum', 'Telefon', 'KATV', 'Internet', 'Interfon', 'Video nadzor']	U prilici smo da Vam predstavimo odličan stan koji se nalazi u Karadjordjevoj ulici u Zemunu, u neposrednoj blizini Zemunskog keja.  Stan je po strukturi trosoban, ukupno ima 77m2 i sastoji se od dnevnog boravka, kuhinje, trpezarije, dve spavace sobe, kupatila,wc-a i 3 terase. Stan se izdaje  sa ugradjenom kuhinjom i ne namešten. Nalazi na 16. spratu odlične zgrade koja ima 20 spratova i ima prelep pogled na Dunav. Grejanje je centralno.  U neposrednoj blizini stana se nalaze vrtic, osnovna škola, prodavnice, banke, gradski prevoz...Izuzetno je dobra povezanost sa svim krajevima grada.  Izuzetna ponuda!!!	5425646842434	03.03.2026. u 13:23
Izdajem dvosoban stan Pionir Palas, garaža	800 €	Beograd	Opština Palilula	Hala Pionir	Dragoslava Srejovića	stan	47 m2	2.0	Vlasnik	CG	namešteno	6	9	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Depozit']	['Terasa', 'Klima', 'Lift', 'KATV', 'Internet', 'Interfon', 'Video nadzor', 'Garaža']	Izdajem svetao i potpuno nov dvosoban stan 47m2 na 6 spratu sa prelepim panoramskim pogledom za uživanje. Stan se nalazi u stambenom objektu Pionir Palas, pažljivo je uređen sa kvalitetnim nameštajem i materijalima. Raspored stana uključuje prostrani dnevni boravak sa kuhinjom i trpezarijskim delom, spavaća soba, kupatilo i velika terasa, kojoj se pristupa i iz dnevnog boravka i iz spavaće sobe. U dnevnom boravku je elegantna garnitura koja se rasklapa u udoban ležaj, dok je kuhinja dizajnirana u modernom stilu i kompletno opremljena kvalitetnim elementima i ugradnim aparatima. Spavaća soba je uređena sa udobnim francuskim krevetom i velikim plakarem koji se proteže duž celog zida, pružajući obilje prostora za garderobu. Ovaj stan je idealan za pojedinca ili par, nalazi se u mirnom okruženju sa svim potrebnim sadržajem u neposrednoj blizini, što omogućava ugodnost i komfor svakodnevnog života. Orijentisan je ka unutrašnjem dvorištu, što obezbeđuje izuzetnu tišinu. Zgrada je opremljena sa dva lifta i ima video nadzor 24/7. Grejanje je centralno-po potrošnji. Nije dozvoljen boravak kućnih ljubimaca. Uz stan je moguće zakupiti garažno mesto po ceni od 100 eur mesečno. • stan se izdaje na duži period • depozit: jedna mesečna renta • oglas postavlja vlasnik — bez agencije • odmah useljiv	5425646842433	03.03.2026. u 13:20
Odličan, Alonso	890 €	Beograd	Opština Stari grad	Dorćol	Gospodar Jovanova	stan	58 m2	2.0	Agencija	CG	namešteno	3	11		[]	['Terasa', 'Klima', 'Lift', 'KATV', 'Internet']	Odličan, kompletno renoviran stan u najlepšem delu Dorćola. Uknjižen na 50 kvm + terasa. Prostorije: predsoblje, dnevni boravak, kuhinja, kupatilo, terasa Agencijska provizija se plaća u iznosu od 50% + pdv dogovorene jednomesečne zakupnine.	5425646843080	03.03.2026. u 12:55
Lux, Pet-friendly, Slavujev venac, 66 m2	800 €	Beograd	Opština Zvezdara	Slavujev venac	Slavujev venac	stan	66 m2	3.0	Agencija	Norveški radijatori	namešteno	1	4			['Terasa', 'Klima', 'Lift', 'Telefon', 'Internet', 'Interfon', 'Video nadzor', 'Parking']	U prilici smo da vam ponudimo lep trosoban stan u luksuznoj novogradnji na Slavujevom vencu. Miran kraj, nadomak Vukovog spomenika, Bulevara kralja Aleksandra, Dimitrija Tucovića, brojnih fakulteta, škola, vrtića, restorana, kafića, supermarketa, kao i ostalih infrastrukturnih sadržaja koji su neophodni za lep i kvalitetan život. Lokacija odlično povezana sa svim delovima grada.  Stan je površine 66 m2, nalazi se na idealnom prvom spratu i sastoji se od dnevne sobe sa kuhinjom i trpezarijom, dve spavaće sobe, kupatila, terase i lođe. Sunčan i svetao tokom celog dana, veoma funkcionalnog rasporeda. U stan će biti stavljena veš mašina.  Stan poseduje blindirana vrata, hrastov parket, italijanske pločice A klase, ugradnu kuhinju i garderober. Ispred zgrade uvek ima slobodnih parking mesta u zoni.  U stanu su dozvoljeni kućni ljubimci.  Useljiv od 08.03.2026.  Agencijska provizija iznosi 50% od prve mesečne zakupnine.  Kontaktirajte nas za više informacija.	5425646792761	03.03.2026. u 12:53
Đeram pijaca, Đevđelijska, 36 m2	400 €	Beograd	Opština Zvezdara	Đeram pijaca	Đevđelijska	stan	36 m2	1.0	Agencija	CG	namešteno	3	5		['Odmah useljiv']	['Terasa', 'Klima', 'Lift', 'Telefon', 'KATV', 'Internet', 'Interfon', 'Parking']	Stan se nalazi na izvanrednoj lokaciji, u neposrednoj bliziji Tehničkih fakulteta, kao i Pravnog fakulteta. Nalazi se u zgradi novije gradnje iz 2010. godine. U zgradi se nalazi prodavnica i udaljen je 30m od Đeram pijace i 50m od najbližeg stajališta gradskog prevoza.  Stan je ušuškan, izdaje se isključivo domaćim licima.  Stan se sastoji od dnevne sobe, kuhinje, kupatila i terase.  Agencijska provizija iznosi 50% od prve mesećne zakupnine.  Kontaktirajte nas za više informacija.	5425646789514	03.03.2026. u 12:53
Blok 3, renoviran, komforan, ID 21385	690 €	Beograd	Opština Novi Beograd	Blok 3	Bulevar Zorana Đinđića	stan	55 m2	2.0	Agencija	CG	namešteno	2	6	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit']	['Klima', 'Lift', 'Telefon', 'KATV', 'Internet', 'Interfon', 'Video nadzor', 'Parking']	Jako lepo i kvalitetno sređen stan u novogradnji, potpuno opremljen, moderan, komforan, poseduje odvojenu spavaću sobu, cg po utrošku, video nadzor. Agencijska provizija za zakupca se plaća u iznosu od 50%+ PDV dogovorene jednomesečne zakupnine za period zakupa u trajanju do 12 meseci	5425643925200	03.03.2026. u 12:34
Vračar, renoviran, lepo sređen, ID 21675	730 €	Beograd	Opština Vračar	Cvetni trg	Kneza Miloša	stan	45 m2	1.5	Agencija	CG	namešteno	5	7	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Telefon', 'KATV', 'Internet', 'Interfon', 'Video nadzor']	Kompletno renoviran, jako lepo sređen stan, potpuno opremljen, funkcionalan, poseduje odvojenu spavaću sobu. S obzirom na lokaciju, izuzetno je pogodan i kao poslovni prostor. Agencijska provizija za zakupca se plaća u iznosu od 50% + PDV dogovorene jednomesečne zakupnine za period zakupa u trajanju do 12 meseci	5425644091950	03.03.2026. u 12:33
Izdaje se porodičan stan u Zelenoj aveniji	1.000 €	Beograd	Opština Zemun	Zelena avenija		stan	67 m2	3.0	Agencija	TA	namešteno	3	8			['Terasa', 'Klima', 'Lift', 'KATV', 'Internet', 'Interfon', 'Video nadzor', 'Garaža']	Izdavanje trosobnog stana u Zemunu, Beograd Izdaje se prelep trosoban stan lociran u Zemunu, Beograd, na prestižnoj lokaciji Zelena Avenija. Karakteristike nekretnine: Veličina: 67 m² Spratnost: 3. sprat Broj Spavaćih Soba: 2 Broj Kupatila: 1 Broj Soba: 3 Detalji o stanu: Ovaj elegantan stan nudi udoban i prostran prostor od 67 m² sa 3 sobe, od kojih su 2 spavaće sobe. Moderno dizajnirano kupatilo je opremljeno svim potrebnim elementima za udoban boravak. Lokacija: Zelena Avenija je mirna i zelena ulica u Zemunu, sa blizinom svih neophodnih sadržaja kao što su prodavnice, restorani, škole i vrtići, čineći je idealnom lokacijom za porodični život. Zaključak: Ovaj trosoban stan predstavlja savršenu kombinaciju komfora, kvaliteta i lokacije, čineći ga idealnom nekretninom za one koji traže udoban dom u Zemunu, Beogradu. Agencijska provizija je 50% jedne mesečne zakupnine. Šta podrazumeva agencijska provizija od 50% pri zakupu nepokretnosti: Agencija, zajedno sa agentom, je tu za Vas vezano za: - razgledanje nepokretnosti na terenu, - vođenje celokupnog procesa oko zakupa, - izradu Ugovora o zakupu, - pružanje pomoći u pregovorima, - organizovanje primopredaje i svega ostalog što podrazumeva Zakon o posredovanju u prometu i   zakupu nepokretnosti. Agencija i agent koji Vam je dodeljen, su od prvog dana saradnje, do konačno završenog posla, Vaša pomoć i podrška.  	5425646821658	03.03.2026. u 12:31
Zelena Avenija - Stan - PP - Parking-Pet-friendly	600 €	Beograd	Opština Zemun	Zelena avenija		stan	57 m2	3.0	Agencija	CG		6	8		['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Dozvoljeni kućni ljubimci']	['Terasa', 'Klima', 'Lift', 'Telefon', 'KATV', 'Internet', 'Interfon', 'Video nadzor', 'Parking']	U ponudi je kvalitetno opremljen stan u novogradnji u okviru kompleksa Zelena Avenija, na granici sa Novim Beogradom. Stan ima 57m² i po strukturi je trosoban. Sastoji se od ulaznog hodnika, dnevno-trpezarijskog prostora sa kuhinjom, dve spavaće sobe, kupatila, toaleta i terase. Funkcionalan raspored omogućava maksimalnu iskorišćenost prostora. Zgrada poseduje lift, interfon, video nadzor, klimu i internet instalacije. U okviru kompleksa nalazi se veliki Lidl i obdanište, dok je u neposrednoj blizini Zemunski park. Odlična povezanost gradskim linijama: 18, 45, 78 i 15N. Kućni ljubimci su dozvoljeni. Postoji mogućnost zakupa parking mesta po ceni od 50€ mesečno. Moguće je iznošenje nameštaja u dogovoru sa zakupcem. Stan je idealan za porodicu, par ili zakupce kojima je važna dobra lokacija, nova gradnja i funkcionalan prostor bez kompromisa. ------------------- A well-equipped apartment is available for rent in a newly built development within the Zelena Avenija complex, located on the border of New Belgrade. The apartment has 57 m² and is a two-bedroom unit. It consists of an entrance hallway, a living and dining area with kitchen, two bedrooms, a bathroom, a separate toilet, and a terrace. The functional layout ensures maximum use of space. The building features an elevator, intercom, video surveillance, air conditioning, and internet installations. Within the complex, there is a large Lidl supermarket and a kindergarten, while Zemun Park is in close proximity. The location offers excellent public transport connections via bus lines 18, 45, 78, and 15N. Pets are allowed. There is an option to rent a parking space for €50 per month. Removal of furniture is possible upon agreement with the tenant. The apartment is ideal for a family, a couple, or tenants seeking a great location, new construction, and a practical living space without compromise.	5425646841822	03.03.2026. u 12:26
Hala Pionir Lux, vlasnik / owner	1.200 €	Beograd	Opština Palilula	Hala Pionir	Bulevar despota Stefana	stan	115 m2	4.0	Vlasnik	CG	namešteno	15	17	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit', 'Za pušače', 'Za nepušače', 'Za studente', 'Penthouse']	['Klima', 'Lift', 'KATV', 'Internet', 'Interfon', 'Video nadzor']	"Izuzetno lep i prostran stan sa fantastičnim pogledom na grad i Dunav. Dva lifta. Opremljen novom modernom tehnikom i kvalitetnim nameštajem. Ogromna ""open space"" dnevna soba sa kuhinjom i trpezarijom. Tri spavaće sobe. Veliko kupatilo + mali toalet, ostava. Centralno grejanje, svaka soba ima svoju klimu. Svaka soba ima TV prijemnik. Dupli video nadzor, dupli interfon, blind vrata + dodatna vrata od kovanog gvožđa u hodniku kroz koji se pristupa stanu.  U stanu se nalazi i sef. Stan je opremljen do poslednjeg detalja, odmah useljiv. Sveže okrečen i detaljno očišćen. Fantastična lokacija, 3 stanice od Trga republike ili 15 minuta pešaka. Minimalno trajanje zakupa 12 meseci, depozit obavezan. Vlasnik direktno.  Extremely beautiful and spacious apartment with a fantastic view of the city and the Danube river. Two elevators. Equipped with new modern appliances and quality furniture. Huge ""open space""  living room with kitchen and dining room. Three bedrooms. Large bathroom + small toilet, storage room. Central heating, each room has its own air conditioning. Each room has a TV set. Double video surveillance, double intercom, armored door + additional wrought iron door in the corridor through which the apartment is accessed. There is also a safe deposit box in the apartment. The apartment is furnished to the last detail, ready to move in. Fresh painted and thoroughly  cleaned. Fantastic location, 3 stops from Republic Square or 15 minutes on foot. Minimum rental period 12 months, deposit required. Owner directly."	5425645002248	03.03.2026. u 12:25
Ekskluzivan 3.0 Penthaus od 90m2, A Blok	2.000 €	Beograd	Opština Novi Beograd	Blok 67a (A blok)	Jurija Gagarina	stan	90 m2	3.0	Agencija	CG	namešteno	9				['Terasa', 'Klima', 'Lift', 'Telefon', 'KATV', 'Internet', 'Video nadzor', 'Garaža', 'Parking']	Ekskluzivan stan površine 90m2 u III fazi kompleksa A blok na 9. spratu, kvalitetno sredjen i opremljen, izuzetno komforan sa nesvakidašnjim panoramskim pogledom.  Stan je po strukturi trosoban i sastoji se od prostranog dnevnog boravka open space, kuhinje sa trpezarijom, dve spavaće sobe, od kojih je jedna master room sa garderoberom, dva kupatila sa podnim grejanjem, ostava i velika dvostrana terasa duz celog dnevnog boravka.  Enterijer je nov, moderan sa kvalitetnim elementima, komletno namešten i opremljen.  Lokacijiski veoma dobro povezano sa svim delovima grada, blizina poslovnih zgrada kao i mnogobrojnih sadržaja koje ovaj kompleks pruža. Zgrada sa recepcijom, portirom, video nadzorom 24/7, kao i posebnim privatnim dvorištem/izgralištem za decu u unutrašnjem delu zgrade koje mogu koristiti samo stanari iste. Grejanje po utrošku. Mogućnost zakupa većeg garažnog sa elektro punjačem gde staju dva automobila, uz doplatu 150e. Useljiv od 15. marta 2026.  Za sve informacije pozovite. Agencijska provizija iznosi 50% od cene prve mesečne zakupnine.  Exclusive apartment of 90m2 in the III phase of the complex A block on the 9th floor, well arranged and equipped, extremely comfortable with an unusual panoramic view.  The apartment has a three-room structure and consists of a spacious open space living room, a kitchen with a dining room, two bedrooms, one of which is a master room with a wardrobe, two bathrooms with underfloor heating, a storage room and a large two-sided terrace along the entire living room.  The interior is new, modern with quality elements, fully furnished and equipped.  Locationally very well connected to all parts of the city, close to business buildings as well as numerous facilities that this complex offers. Building with reception, porter, video surveillance 24/7, as well as a separate private yard/playground for children in the inner part of the building that can only be used by the tenants. Heating according to consumption. The possibility of renting a larger garage with an electric charger where two cars can park, with an additional fee of 150e. Available from March 15, 2026.  For all information, call. Agency commission is 50% of the price of the first monthly rent.	5425646841038	03.03.2026. u 12:21
Stan Lekino brdo	550 €	Beograd	Opština Voždovac	Lekino brdo	Todora Dukina	stan	46 m2	2.0	Agencija	Toplotne pumpe	namešteno	SUT	4	mesečno	['Odmah useljiv', 'Depozit', 'Dozvoljeni kućni ljubimci']	['Klima', 'Lift', 'Topla voda', 'Interfon', 'Video nadzor']	U prilici smo da Vam ponudimo kompletno opremljen dvosoban stan za izdavanje i odmah useljive. Stan se nalazi novoj SMART zgradi sa toplotnom i zvučnom izolacijom i liftom. Stan se sastoji od predsoblja, dnevne sobe sa kuhinjom i trpezarijom, spavaćim blokom, kupatilom i terasom/dvorištem. S obzirom da je zgrada Smart, sve se kontroliše elektronskim putem. Grejanje i hladjenje stanova ide putem toplotne pumpe koja je visoko energetski efikasna što režije čini niskim. Zgrada se nalazi u mirnoj ulici na Lekinom brdu, u neposrednoj blizini nalazi se Maxi, Lidl, Beo Shopping Center, park Šumice, osnovna i srednja škola. Odlična povezanost sa svim delovima grada kao i izlazu na auto-put	5425646743235	03.03.2026. u 12:08
